,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,stalled-cycles-backend,stalled-cycles-frontend,context-switches,cpu-clock,cpu-migrations,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,problem_size,threads,time,speedup
314,383319263,6865421,0,0,1546156900,2508937544,305864075,169847086,0,1954.9,0,131370,131371,1961.07,3194607,1057188329,34,1676,2306082,237079510,1282,0,0,0,7052243,401960469,1673068,1075513610,397751,223215738,0,4,0.3406666666666667,0.9168297455968688
315,420217995,6919482,0,0,1520347103,2479210709,311805735,169042713,0,1476.13,0,131055,131056,1480.49,3029521,1013394458,173,1559,2291299,240570884,406,0,0,0,7464127,402077893,1690959,1042349821,361367,233487123,0,8,0.2443333333333333,1.2783083219645297
316,387137610,7530141,0,0,1682053254,2485080269,308298704,193918433,0,1759.74,0,131134,131135,1765.11,4409601,1063687241,24,2062,2766476,245115075,2007,0,0,0,7736922,395655745,2294254,1096325778,521289,250464456,0,16,0.2856666666666667,1.0933488914819136
317,404522644,8289870,0,0,1588483092,2390869933,295459794,185020633,0,1552.25,0,131164,131165,1556.49,3525758,1010743973,168,2908,2417651,243532164,1496,0,0,0,7531022,407099889,1902953,1142867274,420108,259012231,0,32,0.236,1.323446327683616
318,405831406,8673508,0,0,1925461311,2673773887,341535959,250240635,0,1822.13,0,132354,132355,1826.91,5615238,1316464612,25,4055,3268871,290786805,8406,0,0,0,9989814,402090326,2609729,1019605277,593599,246089569,0,64,0.289,1.0807381776239908
319,366675307,7918414,0,0,1748155236,2513189728,318259784,209861615,0,1932.8,0,131767,131768,1937.96,4617563,1168316471,24,3667,2869255,266357353,1162,0,0,0,8041077,381204068,2502048,1045942620,576306,241615768,0,128,0.3473333333333333,0.899232245681382
320,1669369527,7087977,0,0,4460914021,10655860114,1244061301,508316023,0,2364.33,0,130988,130989,2368.57,5125622,4680770248,282,3135,2877654,227995993,252,0,0,0,7279018,1645476105,2579664,4629710557,279462,230715805,1,1,1.5006666666666666,1.0
321,1774854499,7211223,0,0,4649815394,10769364626,1234723329,487864420,0,2413.41,0,130849,130850,2416.88,5567389,4551984880,76,3304,3039515,230024829,2346,0,0,0,7412978,1646522654,2485378,4446426405,316826,231934144,1,2,0.8336666666666667,1.8000799680127948
322,1645296851,7067338,0,0,4700872485,11091994177,1268767020,500710745,0,2427.69,0,130876,130877,2431.02,5519541,4710430202,25,2173,3195406,231501670,1062,0,0,0,7293325,1616940078,2830186,4595803949,299399,221975546,1,4,0.4826666666666666,3.109116022099448
323,1694555805,7154247,0,0,4598839431,10684586371,1231128467,528118890,0,2722.61,0,130868,130869,2726.96,5841551,4615349038,86,4099,2909787,209507878,1668,0,0,0,7371745,1712040538,3380994,4727403475,314751,232283852,1,8,0.5449999999999999,2.753516819571866
324,1696221640,7346236,0,0,4571599725,10539287343,1198843921,473692957,0,2682.91,0,131217,131218,2687.67,5745991,4449285032,46,3675,2951509,218150911,1856,0,0,0,7554976,1713329693,2807615,4534234471,344333,229913878,1,16,0.4983333333333333,3.0113712374581936
325,1727717585,7749215,0,0,4550280077,10437984068,1201409090,516223704,0,2913.52,0,132020,132021,2919.14,6158555,4580396981,74,6274,3936514,265164936,1801,0,0,0,8293782,1721090199,3391438,4808259886,386831,250620409,1,32,0.5633333333333334,2.6639053254437868
326,1743766861,7009945,0,0,4820183819,11156825890,1264134576,526616248,0,2412.24,0,131423,131424,2416.14,5416326,4595844329,140,3540,3293439,231039818,1103,0,0,0,7228971,1594972551,2951610,4521317982,310757,229423107,1,64,0.4953333333333333,3.029609690444145
327,1566470916,7355883,0,0,4553814001,10607431246,1197929910,476589061,0,2877.96,0,131841,131842,2883.33,5817532,4468319828,97,3882,3103018,233793466,1173,0,0,0,7168223,1735625891,2931946,4844420947,330305,236779758,1,128,0.606,2.476347634763476
328,6132248577,17031936,0,0,16207315993,39521077512,4385349252,1729741068,0,7188.78,0,130892,130893,7193.86,17607917,16985223280,299,3152,5026736,513739139,1582,0,0,0,17017315,6195309534,6987075,17119699321,471524,513159436,2,1,6.052666666666667,1.0
329,6173805888,18637761,0,0,16778733490,40289856526,4480461798,1873163535,0,7280.25,0,131970,131971,7284.84,17200156,17264584232,234,5140,5365495,505077194,3150,0,0,0,17856684,6058360172,8770783,17100770351,557803,503118238,2,2,3.1333333333333333,1.9317021276595747
330,6143282242,17550440,0,0,16856611710,40292925451,4446448563,1797306215,0,7254.94,0,130907,130908,7260.1,14972773,16887152904,364,20718,5037473,498837755,966,0,0,0,17535476,6135754196,9255776,17222839077,521996,487783741,2,4,1.742,3.4745503252965944
331,6122398689,17950092,0,0,16527966591,39865583863,4393215754,1716910292,0,6959.37,0,130869,130870,6964.77,15283109,16814756157,82,6138,5116259,515625624,2406,0,0,0,17615563,6158592819,7884443,17273583242,524747,524504891,2,8,1.6989999999999998,3.562487737885031
332,6016656565,17687534,0,0,16523798019,39756794943,4394145112,1728663371,0,6914.54,0,131127,131128,6919.73,16208531,16845951425,209,13622,5325806,543137090,1696,0,0,0,17419056,6218739159,7498456,17194552813,478839,534007691,2,16,1.7463333333333335,3.465928612330597
333,6134257833,18604229,0,0,16819594874,40181211273,4446142551,1777992360,0,6957.24,0,132070,132071,6962.66,15605886,17078580091,398,14768,5722176,550214016,3395,0,0,0,19050894,6227183553,8902829,17220442054,605304,566473062,2,32,1.675,3.613532338308458
334,6081078866,17934535,0,0,16562387818,39692827057,4392840927,1793238370,0,6964.91,0,131342,131343,6970.11,17793091,17167301713,372,7012,5446796,559288504,194,0,0,0,18157878,6144532637,9656526,17110267808,576587,559106100,2,64,1.6906666666666668,3.5800473186119874
335,6235782587,18984230,0,0,16798640433,39942227110,4416151083,1778364422,0,7040.94,0,132932,132933,7046.47,15544052,17027915591,546,11125,5921829,576047204,2944,0,0,0,18316199,6071708496,7913297,17078031382,623054,580826548,2,128,1.6323333333333334,3.7079844802940576
336,353266243,6400257,0,0,1373614284,2365935121,231974372,122109460,0,1357.49,0,131999,132000,1361.97,2360552,1317780639,79,1923,2035247,96375473,150304,0,0,0,6376125,349268669,1284073,1353725565,248958,94259226,0,1,0.463,1.0
337,333794459,6230047,0,0,1460600860,2551596062,248032679,129268742,0,1498.53,0,131585,131586,1503.32,2848289,1386177205,73,2481,2022029,96103442,83863,0,0,0,6036684,342166695,1249180,1382033001,264697,96365707,0,2,0.213,2.173708920187793
338,368031477,7267372,0,0,1670013027,2799619356,283122887,156900380,0,1690.46,0,132402,132403,1695.17,2976779,1347982402,52,2991,2643915,122192204,46049,0,0,0,6751357,378207517,1442713,1348178023,331059,121922037,0,4,0.2146666666666666,2.156832298136646
339,1640121597,6960316,0,0,2923346197,6680582440,1645772647,152386615,0,1995.4,0,132540,132541,2000.03,2962359,2598299540,78,4415,2727482,134022953,197546,0,0,0,7341710,1464735025,1490134,2711422560,287792,117711513,0,8,0.3533333333333333,1.310377358490566
340,4825583897,7201835,0,0,6022091714,15660742640,4582895989,165595748,0,3215.61,0,132485,132486,3220.59,3497884,5474281766,15,2669,2438176,118155722,89532,0,0,0,7218593,4778349236,1560449,5936075287,305418,111129039,0,16,0.6656666666666667,0.6955433149724587
341,10324924086,6174686,0,0,11676729534,32531172385,10206788753,141184095,0,5049.05,0,131415,131416,5053.94,2883586,11145215912,4,2296,1789229,112661052,213,0,0,0,6289758,10379353530,1480261,11467193064,260026,118444028,0,32,1.210333333333333,0.3825392453869458
342,23168644722,6187557,0,0,24979483646,72221672627,23368328109,141728272,0,9664.82,0,131560,131561,9672.13,3372247,24149450748,68,2052,2037250,112273932,119120,0,0,0,6744304,22713902134,1759658,23908291508,293809,105652941,0,64,2.3959999999999995,0.1932387312186979
343,43751221552,7860487,0,0,45514409467,133512115290,43799816016,196717118,0,17389.12,0,133300,133301,17399.67,6035491,45511986690,21,3924,2535274,190170365,67121,0,0,0,7223737,44546593396,1975712,45704177490,382617,214481583,0,128,4.395333333333333,0.1053389959047474
344,549318691,9345066,0,0,2487526313,4648061169,390118004,218932488,0,1833.95,0,133451,133452,1838.73,3328602,2425093624,43,2465,1956952,93993108,102485,0,0,0,9216698,543383119,1690586,2500759549,242405,91792802,1,1,0.7280000000000001,1.0
345,601971445,10484336,0,0,2604590152,4671183318,400015985,233170536,0,1611.23,0,133606,133607,1614.44,4280487,2461534196,217,3262,2434777,118227721,276797,0,0,0,10499389,582433114,2017230,2555827939,310537,113303760,1,2,0.3836666666666666,1.89748045178106
346,729783560,10828050,0,0,2932476117,5379430104,606509061,245474274,0,1872.54,0,133473,133474,1876.37,4430652,2786416018,311,4196,2416354,118266885,78379,0,0,0,9988141,682007937,2160446,2600036649,351757,119920065,1,4,0.4279999999999999,1.7009345794392527
347,1944915268,9285458,0,0,4028006643,8587258435,1764576366,225511798,0,2248.1,0,132407,132408,2252.17,4789317,3833906509,43,2208,2122172,115432480,170654,0,0,0,9329960,1886658482,1911796,3941539770,230572,93585816,1,8,0.4753333333333333,1.5315568022440396
348,5410110727,10190427,0,0,7580394474,19176728713,5321231628,244929798,0,3761.06,0,133470,133471,3766.13,5532179,7311060281,60,4034,2597548,129677875,167969,0,0,0,10780289,5261610098,2203093,7346431439,289398,138771661,1,16,0.8586666666666667,0.8478260869565218
349,24436158315,9941311,0,0,27515110193,78126078705,24811728463,250492779,0,10367.23,0,132748,132749,10373.95,5828546,26924750826,94,2056,1942599,98887879,155728,0,0,0,9440353,25041726599,2244370,27012479352,281411,136964474,1,64,2.6526666666666667,0.2744408142749435
350,49486871900,9013131,0,0,51626881164,150723744821,49048659347,266400246,0,19105.9,0,133282,133283,19113.44,6640617,51111477685,25,1845,2317977,278903788,87452,0,0,0,10151454,48921333083,2677529,50980301337,321078,265024449,1,128,4.760000000000001,0.1529411764705882
351,3685960477,55529916,0,0,19575840664,33853911385,2354134256,1764076025,0,8166.71,0,155009,155010,8170.96,32311618,19633792403,162,2931,2233519,121293796,1246270,0,0,0,54707608,3640489248,13597668,19499556943,280775,112241838,2,1,7.241333333333333,1.0
352,3675532662,56285820,0,0,20381022957,33343690253,2327294410,1944509839,0,9013.23,0,150200,150201,9019.32,30884827,19663967462,115,3387,2708059,143489165,1221649,0,0,0,56583216,3778081679,14230169,20153232146,385580,153762506,2,2,4.197,1.7253593836867605
353,3688876830,54831102,0,0,20262482927,33671103084,2351951839,1774299014,0,8263.36,0,146745,146746,8267.93,35016548,19562214342,145,2425,2043035,117682841,1332195,0,0,0,55392025,3730259128,13274329,19991929398,286150,154397552,2,4,2.2493333333333334,3.21932424422051
354,6717144791,55601328,0,0,23571977110,43228240150,5596546869,1771808135,0,9159.84,0,145361,145362,9164.01,35045401,22793616572,79,2264,2041304,151441493,1156591,0,0,0,54837781,6852865445,13404734,23049292529,288561,140280356,2,8,2.3116666666666665,3.1325162220620046
355,11103051936,54881955,0,0,27917684600,56568040799,9995172982,1795912951,0,10773.57,0,144851,144852,10778.67,36879256,27500571890,125,2327,2097319,124631496,1405170,0,0,0,55860452,11062499054,13993680,27086208510,299056,169109737,2,16,2.7423333333333333,2.640573720675824
356,21484468607,54860926,0,0,38198341522,86771434776,19963108280,1872431581,0,14118.77,0,144538,144539,14123.7,39676393,37237676840,241,2498,2277170,176214528,1467286,0,0,0,54938324,21376564588,14247197,37098526010,328773,117433293,2,32,3.614333333333333,2.0035045651572445
357,38792251044,54447787,0,0,54978734438,137013125940,36714787545,1914440257,0,20491.7,0,144804,144805,20500.85,43230083,54224883709,96,2050,2157661,145326428,1092742,0,0,0,55161615,38589800786,14816445,54881667690,371142,164706123,2,64,5.467333333333333,1.3244726252895989
358,72143891562,55412654,0,0,89104996977,239721686634,71176944790,1906642842,0,32523.99,0,145243,145244,32535.07,44255717,88500291765,169,3472,2269726,220049173,1274240,0,0,0,56017317,71799411999,15971039,88180394340,449654,174481335,2,128,8.439666666666668,0.8580117698171333
359,352067619,5504034,0,0,1349939549,3296820297,280861757,110889978,0,1073.12,0,133818,133819,1076.84,2480588,854346238,33,3142,2565771,124597145,8408660,0,0,0,5722932,365938539,1309201,865351280,303376,128092643,0,1,0.2743333333333333,1.0
360,339612847,4918899,0,0,1297253306,3194974633,277565519,82841439,0,1705.81,0,135948,135949,1710.16,2092107,769947384,266,2100,1843437,101666229,8197867,0,0,0,4242660,335033871,1274523,779988380,278598,100444836,0,2,0.2743333333333334,0.9999999999999998
361,470399045,4422198,0,0,1429730280,3268762318,346204227,79483589,0,1450.99,0,137954,137955,1455.06,2358410,815664236,130,2149,1760727,91778920,10147696,0,0,0,4579827,417645382,1266099,876226135,253381,103051971,0,4,0.2676666666666666,1.024906600249066
362,4548485389,6886951,0,0,6186325777,16383681787,4543988091,123701613,0,3569.35,0,140559,140561,3576.48,3242422,5071402205,63,5239,2862812,156643154,9592774,0,0,0,6337556,4752826976,1809682,5160395061,467424,180243707,0,8,0.757,0.3623954205195949
363,18956765665,4390173,0,0,20310581272,59244092584,18974543632,85313772,0,8424.73,0,139558,139559,8430.41,2503932,19411070398,86,1764,2012504,156361413,8850659,0,0,0,4434251,18695456167,1459810,18998860655,301647,163384827,0,16,2.022333333333333,0.1356518872589417
364,56286777493,6404117,0,0,57665054973,169091077086,55521230705,155147153,0,21312.96,0,141806,141807,21321.19,4188970,56597780245,100,5047,2916393,286890800,8861541,0,0,0,6584239,56094663819,1970676,56827672080,444400,245036908,0,32,5.564,0.0493050563144021
365,126080519622,6688249,0,0,128775577612,380194230883,125883225803,178315150,0,45474.28,0,141917,141918,45488.48,5847590,126411774062,188,6641,3611925,268917014,9005865,0,0,0,6582787,125243051871,2563907,125817303240,593406,316481542,0,64,11.662,0.0235236951923626
366,261677616765,5459574,0,0,266620270355,790202983603,262621127649,159146387,0,93690.26,0,147324,147325,93714.79,7383695,263214825032,131,2677,2455804,678904887,9467782,0,0,0,5264039,261891920053,2839801,262329458575,667007,719442243,0,128,24.040000000000003,0.0114115363283416
367,931766773,8422006,0,0,3941312428,10338963458,694412355,172233494,0,2625.42,0,140495,140496,2630.57,5234992,2132531566,166,2734,2578891,142492229,38676151,0,0,0,9399873,950254288,3070907,2198858407,351409,133506560,1,1,1.3216666666666663,1.0
368,947071583,7369882,0,0,3829966484,10555952321,710550637,148760903,0,2585.5,0,153394,153395,2590.38,4949858,2155559395,11,2261,1941652,110272051,38044884,0,0,0,7345823,942783031,2768123,2138109317,288977,113067097,1,2,0.8166666666666668,1.6183673469387752
369,1007922954,9062867,0,0,3963971307,10594481603,798432421,170465683,0,2824.58,0,161445,161446,2829.27,5593663,2221024712,38,2955,2222136,133863782,40189799,0,0,0,8169819,1000400511,3017468,2219972029,353416,144594330,1,4,0.58,2.278735632183908
370,4621928018,7751976,0,0,7708264842,20406562486,4248247859,173795327,0,3989.93,0,164739,164740,3994.31,6020863,5750350622,26,3908,2485448,164143507,40148294,0,0,0,8592373,4586595715,3364967,5625103930,352517,135910151,1,8,0.9183333333333334,1.4392014519056258
371,22827492222,7451616,0,0,26431519797,77198526180,22929242602,153778592,0,9935.87,0,165602,165603,9940.68,5565887,24003466773,29,1776,1905027,215603829,40519102,0,0,0,8052801,22237612800,3396179,23753520678,311222,191935937,1,16,2.468,0.5355213398163154
372,58090767475,7721932,0,0,62589675809,183406137705,58543531912,155681395,0,22700.46,0,166700,166701,22707.47,6187887,60166677370,24,2442,2144398,245443415,41096062,0,0,0,7740695,58597868036,3501982,59633349463,370520,226132119,1,32,5.697,0.2319934468433678
373,136616111163,7594250,0,0,142084597583,417773022828,136484299426,185064158,0,50137.3,0,167276,167277,50147.97,8215612,138268557038,74,1970,2196314,402305787,40300051,0,0,0,8096599,137275423942,3932095,138242673666,438383,434265636,1,64,12.781333333333334,0.103406008762779
374,286989919519,8016681,0,0,294212145305,868476766262,286771745948,218737759,0,102889.68,0,167923,167924,102908.24,11646213,288024308080,248,3063,2538537,617022995,40254754,0,0,0,8466540,286837632092,4718346,288190319462,646853,564942447,1,128,26.174000000000003,0.0504954025623392
375,3197894502,20158494,0,0,15445849146,39101541912,2404211400,443751608,0,6901.44,0,165850,165851,6905.25,26765974,7328526813,472,5511,2267455,199360752,164170279,0,0,0,19362340,3177936539,14843046,7359867070,376721,201206838,2,1,5.944,1.0
376,3395595654,20989281,0,0,16251203320,39722201417,2650645010,459687967,0,7375.46,0,222667,222668,7381.03,23850820,7633738275,58,5791,2745091,261460566,164625436,0,0,0,20580477,3394884000,14337499,7687718029,441334,213126518,2,2,3.420333333333333,1.7378423155637852
377,3689280030,19920450,0,0,16538434151,40884094534,2835992332,432210550,0,7605.94,0,249707,249708,7611.19,24367299,7779880913,60,3728,2106033,184278206,167082447,0,0,0,20189882,3589634969,15088757,7883871350,380256,187472572,2,4,2.169666666666666,2.739591335074512
378,8438676207,20917129,0,0,21118330381,55225529648,7625252498,459274764,0,8734.01,0,263621,263622,8739.32,27826406,12469761288,182,4258,2319997,203764966,163003786,0,0,0,19344238,8568299137,14930076,12695216218,389402,193184966,2,8,2.3583333333333334,2.5204240282685517
379,22899402093,20205101,0,0,35571779592,97104042785,21834881894,469891028,0,13756.08,0,270682,270683,13761.42,26664592,26546161613,160,3709,2294051,189500369,166888154,0,0,0,20872557,23049782096,14650033,27437531031,393824,200626891,2,16,3.5720000000000005,1.6640537513997755
380,63397547709,22892200,0,0,77658398893,221502917793,63236921964,505886464,0,28591.21,0,276331,276333,28598.99,28374153,68649890560,161,6751,3131908,367332589,162844606,0,0,0,22461646,64405545568,15571259,68202320071,625633,412402086,2,32,7.411,0.8020510052624477
381,145494712858,21916782,0,0,160136037151,466656701389,144774428329,512890924,0,56505.75,0,277275,277276,56517.47,27340033,149710376538,204,5567,2831995,499931424,166325223,0,0,0,21614414,146017995966,15554769,150672217759,646349,384889721,2,64,14.508333333333336,0.4096955772544514
382,317726869334,21486442,0,0,334340786606,980735105340,316504183742,522334495,0,117110.4,0,277483,277484,117128.4,30650290,321118852838,380,4273,2647691,902065425,176708905,0,0,0,21450170,318454341754,16102829,322612451782,769923,816702718,2,128,29.984666666666666,0.1982346532672254
383,217181203,3707659,0,0,692495955,1303476576,181171787,64101240,0,1290.0,0,129708,129709,1293.88,1479229,476919636,86,1511,1801405,90590341,909,0,0,0,3517764,219560244,935861,502543849,252419,87497736,0,1,0.1263333333333333,1.0
384,212426064,3418908,0,0,661287666,1198081671,174896824,66488898,0,1324.19,0,129649,129650,1328.24,1590865,542062756,15,1540,1876609,91221653,1397,0,0,0,3642072,223946391,938028,500781912,246707,85283082,0,2,0.0956666666666666,1.3205574912891984
385,200226157,3392769,0,0,688847342,1319548901,195733873,66099152,0,1307.83,0,129918,129919,1312.7,1706001,521580938,39,2004,1799221,85214895,780,0,0,0,3671989,221929446,925961,497833876,245609,85891859,0,4,0.0896666666666666,1.4089219330855016
386,214152847,3483128,0,0,652013974,1140893876,165931800,64237806,0,1464.77,0,129924,129925,1469.87,1650349,472077165,12,1881,1724758,87320380,1132,0,0,0,3611527,217117663,957939,509104136,257368,89519504,0,8,0.1126666666666666,1.121301775147929
387,246672662,4733824,0,0,774762744,1234390690,179631283,90567264,0,1562.79,0,130986,130987,1568.66,2124071,499311944,127,2907,2508261,125191067,8349,0,0,0,4651412,263544711,1161139,690217248,320732,106681779,0,16,0.1576666666666666,0.8012684989429174
388,199608607,3648595,0,0,659469022,1123191046,180419556,69726394,0,1510.81,0,129865,129866,1515.92,1743948,535917838,13,2182,2029964,95427016,1132,0,0,0,3463540,234185632,925965,506833062,265287,83512207,0,32,0.261,0.4840357598978288
389,215415063,4384601,0,0,733985417,1132932094,182662367,78725454,0,1811.78,0,130037,130038,1819.63,1980039,564040677,34,1740,1629289,72202744,115,0,0,0,3233359,196417029,1007924,426798739,306391,96633115,0,64,0.4656666666666667,0.2712956335003579
390,250647674,5167068,0,0,890509007,1476404776,214756716,95403635,0,1858.44,0,131299,131300,1868.54,2229569,635365117,62,4309,2301849,109073050,5682,0,0,0,4767279,228320231,1330920,560151178,399852,129862644,0,128,0.6443333333333333,0.1960682876357992
391,568852028,4911481,0,0,1555891329,4170073022,549781614,79437024,0,1466.25,0,131312,131313,1470.3,2470301,1510127301,30,1458,1816811,88819989,101,0,0,0,4920739,598071691,964880,1549365290,237088,83585363,1,1,0.3939999999999999,1.0
392,586314904,5019958,0,0,1543409956,4101054155,544998048,74897187,0,1632.36,0,131927,131928,1635.91,2720324,1548228545,20,1288,1864633,89214009,890,0,0,0,4984220,575837429,1029064,1497133342,249432,85881697,1,2,0.329,1.1975683890577506
393,592501299,6017281,0,0,1739357787,4431538988,590595971,96713825,0,1849.74,0,133984,133985,1854.8,2284198,1624938460,2,2698,2351646,109665242,3286,0,0,0,5898618,582450147,1273869,1479930932,323398,109055522,1,4,0.315,1.2507936507936506
394,584059181,4919617,0,0,1607677006,4406926739,572140669,74168170,0,1770.75,0,133240,133241,1774.91,2587559,1472990472,6,1726,1951267,89972763,214,0,0,0,5055596,551228180,1090470,1489066251,252498,85706316,1,8,0.3693333333333333,1.0667870036101084
395,617631329,5738615,0,0,1704045305,4379937353,566031149,98042482,0,2115.23,0,134042,134043,2121.28,3575507,1579639776,11,2923,2477426,128004880,642,0,0,0,5964014,579874201,1257043,1462847839,342333,116886988,1,16,0.4206666666666667,0.9366085578446908
396,581859795,5050497,0,0,1504327193,3800550886,491505671,77130434,0,2228.44,0,133236,133237,2235.1,2856231,1432852251,17,2366,1973202,88269664,202,0,0,0,5062028,628530017,1214842,1588955457,317910,94789630,1,32,0.5513333333333333,0.7146311970979443
397,569457897,5027942,0,0,1657785187,4616278953,637484345,77017661,0,2575.73,0,133445,133446,2587.32,3464059,1757584471,29,2120,1953014,88920315,182,0,0,0,4786176,510828795,1346580,1417637455,399210,106785605,1,64,0.9953333333333332,0.3958472873409243
398,695171898,4981502,0,0,1713880538,4174228342,512769038,81973827,0,3451.37,0,133481,133482,3472.09,3026291,1188475422,15,2347,2663380,127520621,296,0,0,0,6223928,668644917,1638261,1665752276,435222,81364785,1,128,1.713,0.230005837711617
399,3532400011,17290135,0,0,8348391770,27017778268,3451443692,129424415,0,4263.41,0,138634,138635,4267.55,9320703,9404512460,75,2346,2335573,120311766,2448,0,0,0,16839380,3516034874,2350014,9558551404,333518,123301128,2,1,2.9956666666666663,1.0
400,3412640960,16199551,0,0,8250929140,26985648643,3434440959,103904667,0,4122.18,0,138163,138164,4125.83,10257158,9310584854,4,1585,1879473,94287142,127,0,0,0,16100110,3513284688,2180175,9448903356,268180,94613367,2,2,1.7246666666666666,1.736954000773096
401,3545333251,16930646,0,0,8137078526,26719336206,3396767814,135752147,0,4568.63,0,140332,140334,4573.48,8108810,9645858969,11,3644,2496447,127886576,1666,513,0,0,17132312,3521205219,2108753,9566918025,363416,117380300,2,4,1.3346666666666664,2.2445054945054945
402,3562063487,16456531,0,0,8264964356,27252946271,3451766541,122262902,0,4516.57,0,141145,141146,4521.38,9399935,9370049285,41,1989,1934141,113216807,956,0,0,0,15941017,3401295534,2003136,9312654839,299875,93731492,2,8,1.4296666666666666,2.095360223828398
403,3534909038,16229636,0,0,8161485821,26701604158,3394741275,115070228,0,4368.84,0,145261,145262,4374.91,10784627,9482902522,160,1775,1962798,108991349,1544,0,0,0,16785119,3545234537,2157610,9409334755,332978,99255404,2,16,1.4603333333333337,2.0513581374115493
404,3490988624,16167708,0,0,8325324365,27344971591,3475777408,119049597,0,5468.64,0,145420,145421,5480.11,11900213,9428032995,17,1961,2123957,117364887,204,0,0,0,16622742,3512394438,2343243,9517263010,396682,105746616,2,32,1.9246666666666667,1.5564599930723932
405,3514187807,16560345,0,0,8516014634,27179914920,3464351099,119331489,0,5882.64,0,145341,145342,5900.72,12349665,9506597618,105,2411,2199318,114995677,1012,0,0,0,16951032,3545728817,2687811,9554992439,530283,111647485,2,64,2.301,1.301897725626539
406,208333689,3462497,0,0,621745287,1278507014,185343084,64010673,0,901.2,0,129843,129844,903.68,1941135,494716963,2,1306,1788320,85427797,448,0,0,0,3534171,230080647,912821,508748721,235534,79916523,0,1,0.056,1.0
407,255439787,4571143,0,0,759197944,1438015629,213239256,83026488,0,1134.63,0,130861,130862,1137.91,2240731,553440337,5,3550,2170549,104893723,7874,0,0,0,4644088,263718672,1178920,601040972,335892,124517276,0,2,0.0656666666666666,0.8527918781725888
408,230051299,3608067,0,0,693066977,1352850057,198465245,65096428,0,1053.23,0,130047,130048,1056.78,2213433,517536439,14,1770,1750438,81626170,245,0,0,0,3379220,202120201,984356,466923800,235737,89235499,0,4,0.0696666666666666,0.8038277511961722
409,193685803,3555911,0,0,612414224,1030895977,168120643,67279787,0,1201.61,0,130050,130051,1205.34,2093486,534386475,6,1912,1648451,82833129,2403,0,0,0,3561837,228151782,1002365,453839116,251420,89755865,0,8,0.0936666666666666,0.597864768683274
410,199400888,3570446,0,0,694339559,1216988044,178601711,68964900,0,1516.63,0,129896,129897,1521.67,2154177,453525905,101,1813,1871036,91728140,207,0,0,0,3489869,226042360,1050917,490341995,275262,91607043,0,16,0.1693333333333333,0.3307086614173228
411,200894326,3833970,0,0,690526855,1252590615,188207842,62427071,0,1561.49,0,129856,129857,1566.88,2390592,528284103,85,1756,1777652,88508734,188,0,0,0,3843143,207875946,1183424,454801554,319898,99591857,0,32,0.2773333333333334,0.2019230769230769
412,220026658,4256634,0,0,688445252,1247790330,193292736,62650517,0,1608.1,0,130029,130030,1614.41,2552572,527251748,5,1866,1789532,88394151,1314,0,0,0,3591857,197399112,1111044,471754527,308062,105084798,0,64,0.3736666666666666,0.1498661909009812
413,225104156,4881729,0,0,908582829,1368310237,203942765,101706759,0,1582.18,0,130957,130958,1591.14,2474544,535648942,41,3641,2840478,127478298,2357,0,0,0,3974021,242004963,1361182,594896775,355201,98531640,0,128,0.4836666666666667,0.1157822191592005
414,586243489,5921945,0,0,1367692254,4141878045,558019393,97666042,0,1381.58,0,132504,132506,1384.99,6593094,1669218693,20,3149,2373581,118000338,1002,0,0,0,5783396,616125941,1947772,1536048410,283419,106254877,1,1,0.2576666666666666,1.0
415,612340322,4883180,0,0,1606911444,4095607680,536733825,73110408,0,1729.2,0,131987,131988,1732.96,6963669,1497435465,104,2016,1894495,91736016,1014,0,0,0,5005181,564155208,2307503,1508586068,251062,90859271,1,2,0.3953333333333333,0.6517706576728499
416,616428052,6997138,0,0,1716459402,4651386926,619672568,112969511,0,1705.38,0,133944,133945,1708.26,7132712,1613843006,132,3469,2704929,144517892,7100,0,0,0,7048446,631847111,2510313,1618897402,445221,144313733,1,4,0.2633333333333333,0.9784810126582276
417,589244338,5075531,0,0,1531380110,4046536205,531239130,79123029,0,1585.94,0,132854,132855,1589.04,6258834,1466562510,138,2149,1800429,87004946,1805,0,0,0,4952661,587025574,2327764,1537125926,245881,96048684,1,8,0.346,0.7447013487475914
418,619666397,5306784,0,0,1447606143,3620820277,490317949,69385661,0,2090.6,0,132429,132430,2096.43,6356757,1465929275,24,1582,1845752,91763715,186,0,0,0,5044344,589997661,1903163,1579870497,289099,96000774,1,16,0.4499999999999999,0.5725925925925927
419,575376781,4932467,0,0,1754084849,4193297390,557970816,77360670,0,2319.9,0,133113,133114,2327.08,7380678,1626167448,31,1781,2073201,96572125,993,0,0,0,4867356,532313501,2240703,1465816946,306676,82687458,1,32,0.617,0.4176121015667207
420,533708745,5019636,0,0,1718414058,4260398305,586697289,66701082,0,3101.58,0,133456,133457,3115.49,7955903,1710192093,159,2237,1963746,91915283,985,0,0,0,5239481,566534164,2185645,1330462765,418961,103215286,1,64,1.1196666666666666,0.2301280142899672
