,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,stalled-cycles-backend,stalled-cycles-frontend,context-switches,cpu-clock,cpu-migrations,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,problem_size,threads,time,speedup
153,2078222867,93972682,13755875,137845996,12642909378,10739596768,1631117412,1966322639,4508,5928.57,887,140804,140806,5933.94,65904850,5445636420,3889,81637858,51221493,4579139566,503698,12887515,132666420,22888192,95957952,2075117184,892524,5492050858,269211,4494628012,1,2,2.320666666666667,1.9297615627693188
154,2086374138,94519386,13160149,129535842,12459395664,10978168894,1886841175,1878315072,4624,5822.63,933,139994,139995,5828.76,65824090,5426204454,3877,82417816,45648772,4484076185,486361,13476752,129846290,26104010,92955104,2080132583,856421,5500908392,296179,4520823764,1,4,1.3296666666666666,3.368012033091
155,2148508898,94745588,15875066,140915610,13011203210,10750391425,1807217036,2044492106,4886,6112.31,901,140896,140898,6118.23,70950982,5546875410,4378,82050761,47832512,4538622773,480292,14953740,137085777,24663377,95201985,2142459805,968600,5625551998,280671,4600931725,1,8,1.108,4.041817087845969
156,2307924515,98002341,16561241,150844228,14215017721,11348846306,1454642311,2002905283,6269,6710.16,830,146246,146247,6716.4,69097439,5746893028,6281,80050272,52724467,4633539791,770223,16007122,150303194,28737347,96230407,2274530938,995532,5782149891,282388,4763777892,1,16,1.0516666666666663,4.258320126782884
157,2432243423,100099901,19809068,177662563,16030105485,12034263037,1440448371,2251213477,6446,7630.58,921,151577,151578,7638.06,83666934,6064567521,5368,87574097,64842093,4917466776,1122876,18805078,160594925,30218552,102381535,2478186011,1172104,5990359288,300231,4797134854,1,32,1.3006666666666666,3.443106099436186
158,2761370238,99378995,21442434,204191143,17839705676,13330294886,1649095067,2321872983,6505,8466.22,1277,161543,161545,8474.03,113616256,6610348308,6947,93426432,58395789,5121590448,1067272,20400803,186387641,34268065,98969532,2712704226,1099749,6489741612,317463,5049670492,1,64,1.5016666666666667,2.982241953385127
159,2207865400,99603450,27328001,268170823,17034608247,11466130981,1856189238,2267412248,8332,8118.28,1918,183875,183876,8128.51,170929977,5831188506,9651,100150014,63454818,4643766164,2043847,26871922,266391052,44011554,96572646,2102115398,1246744,5842837965,313488,4745529316,1,128,1.8516666666666663,2.4185418541854182
160,6110947373,281734486,17752236,262079159,36338508846,35316529109,3658484891,4008387343,7442,16951.68,951,148315,148316,16956.85,131739634,18353672376,4457,171350923,111253196,13582254130,536041,18509317,255794348,39605266,282231402,6073431791,973047,18472956295,281443,13531370101,2,1,14.825,1.0
161,5966856475,279446354,19643249,248339926,34692149762,35045137232,5039561890,3709398656,5220,16188.2,942,167053,167054,16194.2,129270223,18627082422,6279,164743383,83190956,13437134033,621955,19346137,243116439,41019167,277661650,5936129845,1859867,18473609280,332325,13436500000,2,2,7.576666666666665,1.9566652001759797
162,5933002610,282118501,19669556,241707813,34491589851,34942095416,5272975899,3685954778,4905,16028.45,906,156626,156627,16034.56,134705866,18483249673,5088,170509531,78195003,13361259984,620824,20614270,237828771,41811549,280500795,5911069033,1420080,18440097917,302146,13413444446,2,4,4.218,3.514698909435752
163,6019183280,282465794,20766166,285404182,35662857667,34889984184,4756414021,3870810955,5444,16698.18,907,156120,156121,16705.12,173080712,18349483910,5772,191995087,75327883,13432905992,666816,19598021,280344185,42110410,283064042,6000169789,1354983,18489275402,285198,13442802766,2,8,2.957333333333333,5.012962128043283
164,6100639040,280806385,24344239,280699509,37317848889,35513774857,4062443163,3934523215,6258,17546.03,856,164423,164424,17554.26,157876863,18499371840,4000,187513860,90132951,13487231609,660538,21477125,264006230,47974885,277479131,6129664547,1955952,18330450884,319638,13391469118,2,16,2.789333333333333,5.314890057361378
165,6364473299,276957141,23522801,291043361,39153603460,36961039547,4218278092,4143524508,7346,18500.37,1099,171255,171257,18508.14,169301482,19221772644,4936,187916928,91827090,13756070090,991713,23101817,292026332,45968165,280276003,6388371547,3179804,18977622262,334776,13565111595,2,32,2.8386666666666667,5.222522310944106
166,6787414779,282841806,30309301,358080295,42666435638,38161170473,4800209276,4294783549,8333,20153.68,1310,184668,184669,20164.73,222075613,19756824644,8680,196300332,102356462,14135198977,1497773,29443743,339627643,54418625,282088339,6811213549,3190281,19918414539,285853,14118986622,2,64,3.1486666666666667,4.708342155409698
167,6146006785,286701995,35933389,558162708,41915876169,36071419856,4988290652,4485379526,10172,19837.68,2150,213349,213350,19849.47,410024218,19084056579,9278,236570431,106996646,13754981033,2123231,34755688,543814619,59916642,290334198,6089976723,1713903,19145144342,313036,13692663167,2,128,3.693333333333333,4.0139891696750905
168,4227343151,105160417,14679258,334723257,25151038703,24700091222,6494103463,3297369246,7894,11695.58,942,191792,191794,11700.95,139621980,12318822892,4183,128771937,135722352,8938901074,94457637,14631635,317745482,34247111,104769279,4213021457,1083350,12336402778,275519,8897475036,0,1,9.536666666666669,1.0
169,4030409977,101738990,17567138,330649598,24839977576,24182749420,5777325861,3292901690,5449,11573.14,919,168433,168434,11579.5,133862395,11987669193,4553,127950829,135458407,8714481195,93877365,17883657,317291648,38139215,100891573,4059914766,1028121,12134253350,293076,8694861793,0,2,9.322666666666665,1.022954805491991
170,4010969366,106129508,15945607,333574417,24699394561,24108732502,6350616877,3351251430,4772,11500.86,983,189341,189342,11506.57,142797623,12078576393,4110,127747273,126185814,8765241652,95939131,14942658,320636790,33430496,106801228,4046006017,1096755,12086699667,300228,8714089137,0,4,9.256333333333334,1.0302855702401958
171,4046534986,103836447,17316968,353760531,26021681700,24089756793,5290318095,3503272082,5785,12132.3,927,173229,173230,12139.71,155334684,11932117565,5333,134659078,153840377,8702454472,92540433,19172068,341349148,40472568,103022092,4073808939,1054646,12136840345,277302,8788080272,0,8,9.636,0.9896914348969142
172,4022118732,105253904,15536462,333565172,24872266114,24079058410,6244113345,3341395590,4957,11567.11,1041,187672,187673,11572.83,137503963,11959382377,4839,128833458,130862591,8742506606,94594143,14517718,314213331,34798199,104222712,4026227453,1049438,12127956812,283865,8752330478,0,16,9.221333333333334,1.034196067090804
173,4035490286,103076456,16342906,328501205,24752450932,24357002362,6314378724,3216328753,6056,11494.43,1026,180573,180574,11500.84,143291001,12157955249,4653,129225388,122279621,8757414106,90751176,17778274,322890444,39373418,103099180,4077563530,1051814,12078238776,306807,8672200316,0,32,9.035333333333334,1.0554858702870211
174,4108935341,98836958,18402180,333067121,25296807162,24350186513,5958276405,3242821736,6227,11794.49,1140,180022,180023,11801.58,133340109,12122791809,5698,124697736,130572468,8662922819,94611617,17888133,321450114,39582322,97643899,4084860679,1144199,12091869877,305949,8702671353,0,64,9.175333333333334,1.03938094892102
175,4058725131,101890120,19333656,333685163,24746368033,24181771917,6007814197,3156424465,5989,11529.6,1217,177230,177231,11537.13,135767566,12074336017,5264,123218101,118993386,8632695202,96661328,19532844,315785376,40126453,101274095,4089038346,1078490,12073777778,279334,8626280904,0,128,8.948,1.0657875130382954
176,4122342621,106616743,18443113,342803171,27098336656,26417836396,6851883916,3365720107,6949,12623.66,857,201033,201034,12630.08,141496722,13170900432,4590,128774545,139661098,9283966025,118022729,16775014,328100950,39232788,105385370,4187231772,1153410,13202906899,305415,9210856128,1,1,10.432,1.0
177,4065561623,102189299,17043222,332185282,26964826227,25951085154,5830870009,3170255817,5592,12569.13,915,171024,171025,12575.28,137976329,12919676743,4041,127288257,126876558,8967753195,113716895,15696832,320385416,37580113,100719103,4074084674,1049218,12996282963,301726,9045336791,1,2,10.042666666666667,1.038767923526288
178,4079890388,107825627,17008992,330081321,26453354230,26166356799,6494736205,3310886754,5390,12312.06,818,176671,176672,12318.31,139008933,12931017083,5134,128328946,129392686,9144639174,118699444,17366757,316881511,39475402,107250356,4070951461,1086658,13067225405,271409,9131096564,1,4,9.400666666666666,1.1097085313098365
179,4220375907,105897001,16584427,323311291,26758747173,26493552263,6553228114,3255629974,8250,12437.04,891,174861,174862,12442.98,137296853,13278984480,4688,126592606,126756488,9235134770,115076773,16361931,318528692,39199383,106603205,4181207864,1124096,13086754361,315549,9185183078,1,8,9.050000000000002,1.1527071823204418
180,4127965767,110754642,17951429,332710870,26833376479,26144910538,6479410843,3304733445,6278,12532.84,882,179255,179256,12539.56,141067490,13094394062,5230,128271524,122489420,9138014876,117153812,18932608,322860290,42786324,108824381,4066827856,1126296,13086887585,298050,9178548552,1,16,9.076,1.149405024239753
181,4098833475,110697178,19548392,332234709,27342456271,26230887847,6153380903,3405121698,5325,12754.08,947,180994,180995,12761.22,136476916,13002548036,5759,127710376,130934480,9129950938,117310655,20349543,319489365,41462028,108664770,4084472029,1167898,13004338081,281579,9175062713,1,32,9.129333333333332,1.1426902292975023
182,4043607331,103481163,17608467,337882587,27283090377,26224702640,6338829209,3333258022,5995,12731.17,1152,189663,189664,12738.34,143906864,13032373684,6634,130434667,134447880,9207472258,115132706,17059696,332435240,38353420,103483491,4080835542,1187492,12991566416,294204,9062517894,1,64,9.321666666666667,1.119113177185768
183,4035614415,104944817,17525668,326953017,27746921528,26439789163,5854537859,3517622705,6541,12991.85,1334,183263,183264,12999.46,137147082,13025841943,6698,131439476,150998320,9226280488,115987812,17598921,321341072,40065736,104476237,3995041075,1260834,12924864121,292523,9097768294,1,128,9.444333333333333,1.1045777009141284
184,4177367908,111137794,15937886,335088239,30477366609,30912573490,8459585299,3448545112,7520,14174.92,1015,186411,186412,14180.92,142005073,15359924866,9738,134178494,126173603,10248893121,164581071,16002054,324230736,38322288,109753127,4196478891,994452,15464727678,278117,10174130184,2,1,12.090333333333334,1.0
185,4267454389,108301781,17898789,324580630,30773914892,30924128300,8198102287,3414035291,6467,14314.21,861,183652,183654,14321.24,136389753,15386503251,5054,132305329,129558492,10125997100,160844299,20017828,323586568,45265605,108433114,4141365907,1160923,15297661551,285770,10169223855,2,2,10.524333333333333,1.1487980236277833
186,4326956738,107773160,18905566,332274748,33027545669,31234384152,9187499814,3837785701,8423,15340.81,886,178178,178179,15350.59,141616153,15564871194,9514,134710323,136235773,10275151506,164843192,18883093,324206214,44516971,108222156,4279396418,1192687,15342308517,296431,10188930511,2,4,10.439666666666666,1.1581148823397938
187,4305015173,107606304,18823516,327937943,41657795229,31271663554,15967815673,5894660566,8210,17993.78,945,160132,160133,18018.54,140089258,15298664588,6681,136295542,116689739,10131089871,157494048,19130818,322201495,44245865,107550990,4252664006,1068771,15192098403,294979,10045547126,2,8,10.740666666666668,1.1256594873068089
188,4195866857,107751451,22461186,327080209,36514773107,31216387259,12529482176,4517674288,7065,15703.68,843,160096,160097,15723.23,141565413,15155105492,6372,138269789,114056604,9945637220,155271227,22182241,321583051,47614490,107908663,4223587814,1037998,15164966114,318511,9888699792,2,16,8.927999999999999,1.3542040023894863
189,4170031456,102946247,22456127,326848132,31599224030,30497853030,9389665528,3255922874,5644,13668.81,786,160807,160808,13678.35,142492253,14828343306,5909,136995477,104962962,9761308633,162657854,24177077,318535533,52237919,103144530,4082679362,1103171,14991134033,294369,9792183263,2,32,7.993333333333333,1.5125521267723103
190,4342116877,115590679,24919717,348780023,32505115314,31726030551,7896553820,3352739338,8273,14157.49,1005,160735,160737,14165.26,157429922,15392175654,10583,141745715,110764732,9840527044,147614582,23065898,322979841,52538221,112367253,4308802528,1058894,15522678655,267077,10175159955,2,64,7.835333333333334,1.5430528375733854
191,4223206284,124670429,22984815,347068458,32313109554,30807801787,7934832812,3343183161,7848,14033.25,1374,160462,160463,14041.89,143604297,15445333952,10377,136382930,126912486,10089938492,159435274,23451694,322778165,50521430,126028118,4300256274,1113967,15127926219,262435,10040665698,2,128,7.859666666666667,1.5382755842062854
192,558525111,15065033,12619013,93672314,4605047597,3258234369,1610109937,1008197604,4395,1988.64,906,129156,129157,1995.24,49871801,1487648655,4621,42825404,31093939,1194375700,21846117,12545926,85051116,18146277,14326453,570703551,805488,1451674329,282623,1190683661,0,1,0.3933333333333333,1.0
193,598493549,14509327,12802588,90407738,4839797937,3301574387,1671124771,1039235011,4978,2106.83,945,129597,129598,2113.29,48179602,1560072498,3651,43092638,29370033,1221620962,25259198,13639609,92824550,20427400,14264196,567283451,851020,1497680208,260913,1214377334,0,2,0.2606666666666666,1.5089514066496166
194,749090627,14951133,14277615,98483214,6354309874,4135499985,2881057056,1140668063,9052,2746.6,927,129660,129661,2756.0,51347669,1904527031,3715,42603007,34593748,1427770194,23187904,15930070,99796549,23097401,16012808,765807340,808515,1912316763,271141,1394036764,0,4,0.3323333333333333,1.1835506519558676
195,1498314633,16718448,16883967,114848846,12823859964,7147385498,7068343746,1701539260,24458,5538.2,936,129665,129666,5556.83,60228515,3510534899,7117,48577485,35680105,2405857882,22394877,16543648,105929090,23264009,16798397,1544159097,827820,3551303000,254539,2248033408,0,8,0.528,0.744949494949495
196,5116668542,28666461,27339497,180160492,54417005145,23276663155,16634019351,5985269249,96066,24827.79,1858,129945,129946,24904.65,99081348,11415210654,6115,76008971,56965169,6564234093,24533690,25166557,172841178,36378554,28347508,5093087684,1008550,11377402810,309110,6535470837,0,16,1.8643333333333332,0.2109780082245664
197,48273607951,144512445,212094974,1016646483,534624803726,218554051241,136117770372,39696076778,969868,251637.78,71078,131561,131562,252557.67,576171688,102877005117,7095,411071230,365489390,58032601704,24122288,210752011,1002338263,273785598,143615573,48139848165,4278149,102534219438,356077,57303940460,0,32,21.146,0.0186008386140798
198,103351530475,278536427,559236433,1935416060,837933669642,468652529030,206738346300,55452720683,1767424,396120.33,308058,130969,130971,398072.16,1143784391,216886371417,10044,861313943,656771434,120744424991,23849656,556051174,1915031701,745078716,278504371,103159814537,12056566,216492211493,478939,119454620311,0,64,41.52333333333333,0.00947258569479
199,220586785738,664032550,1781648639,4554722928,1900432559116,995761634297,450504784482,140368653425,3725210,893461.52,495944,132801,132802,900477.72,2755072842,466272370872,129052,2033307298,1483274569,263631296532,24118122,1769460715,4485757005,2411834778,661927961,220091284815,33134460,465963487881,1437754,261132459380,0,128,124.85833333333336,0.0031502369351932
200,699146045,16348566,21182122,153929404,8699612581,6292267433,3572203342,1328537531,4680,4033.99,834,130923,130924,4040.91,66296623,3030082201,3600,120649617,33112282,1825888912,122758566,21858100,155611848,55352189,17414888,665002538,922134,2975822830,307801,1824739620,1,1,2.160333333333333,1.0
201,723842421,17080576,18547022,157394843,9525233555,6501206664,3412285090,1517185787,4687,4437.9,928,130570,130572,4444.36,70505658,3012398297,5113,112578299,32601499,1872182974,116606087,17559982,154274171,39447733,17513870,712816544,935725,3005837327,299189,1847660620,1,2,1.2726666666666666,1.6974855945521217
202,1039221665,18371870,16702376,168949459,12110061628,7930336725,4751190653,1588257959,10464,5648.19,878,130368,130369,5659.25,72293432,3729813093,4021,125908708,35120501,2232919329,107375656,16321235,164272442,30392205,18205997,1034187265,1048307,3631175337,298783,2170472862,1,4,1.031,2.0953766569673458
203,2100989298,20686512,18344634,189392027,21857884035,12595378557,6350205015,2547293510,32287,10300.29,1059,130710,130711,10329.63,86375998,5939831163,5122,137982510,41020651,3427012556,105154419,18451048,180557374,29720572,20204759,2103659153,1691421,5933197623,265648,3385314393,1,8,1.238,1.745018847603662
204,5669017230,31259241,33858801,261758692,67770325551,28596637303,15305729181,6256348301,110074,31628.37,1376,130894,130895,31722.69,129735215,13976887237,3894,175115679,65522916,7804950253,106520978,34419040,254608904,52861054,30725331,5707247533,2083680,13939718512,291347,7619352344,1,16,2.3383333333333334,0.9238774055595154
205,56274540322,183256615,301615875,1355745775,662582293417,257026008111,166590426468,53555958978,1233176,312351.14,103295,135643,135644,313538.27,763938640,121747087985,91413,591411280,462888428,69355603551,107315252,300361703,1336140544,435505652,182464517,56321467464,11555902,121849945367,396115,68448066320,1,32,27.666666666666668,0.0780843373493975
206,120548827631,369358371,795686799,2605311397,1172747990516,547154063886,321267530578,81595482467,2199978,549574.92,425828,134554,134555,552040.43,1526146407,256800059251,45670,1163267846,877884487,145679690992,104955963,791317042,2561479909,1106457431,367373082,120273650662,21931318,256664085162,567284,144144973072,1,64,58.25033333333332,0.0370870552958209
207,246189860375,710796619,1950199215,5207918343,2544077936276,1109163272439,1335757044108,190140249818,4659890,1111659.05,431212,136756,136757,1116587.32,2761490066,519794834866,774991,2080737160,1927423848,290907468039,107958905,1936653104,5146219067,2793458223,704317198,245738191260,24572933,519709928818,690208,289612756906,1,128,108.268,0.0199535720003448
208,1358505197,18927039,75247398,413102633,27058986801,21454470677,16605259860,1266914355,4876,11452.44,974,132793,132794,11459.07,127660139,10426102761,4797,398427661,35832328,4891403368,598915038,75439606,413575674,375961127,20495396,1307961720,887550,10408640580,305671,4901456870,2,1,9.854333333333331,1.0
209,1324684169,18860778,80011195,423796540,27900336187,21486444721,17158781876,1386107289,5572,11856.42,995,131954,131955,11863.16,130315014,10716592275,4081,405521415,36355906,5079519813,589802394,78204197,410639280,384427810,20065537,1386234358,871458,10656548473,277655,4995966001,2,2,5.170000000000001,1.9060606060606056
210,1608120494,19274747,88190507,434794337,32017353092,23077457854,20603481860,1502000632,11768,13570.17,919,131078,131079,13580.7,142470191,11365479343,5588,402605856,43024085,5471796203,586448440,86704538,424718918,353564636,20952548,1744988828,902648,11346983041,290060,5348666671,2,4,3.0980000000000003,3.180869378093393
211,3802206729,22321380,65738278,461967667,45908269816,32279006412,29530588396,2330322693,34875,19774.39,978,130957,130958,19799.14,156415582,15629611647,12494,407709423,46431659,7635291270,557062648,65622079,451583976,191014396,23935967,3880593014,985722,15605223303,282545,7524485296,2,8,2.411,4.087239043273883
212,7217231572,32333693,47255310,527638286,88231621342,47670631457,59393739359,5236067923,103538,37871.91,1035,131197,131198,37943.78,202358278,23154507244,5096,447205987,67426217,11399559490,505051606,47072393,523899218,82426500,33576988,7263293839,1068799,23180818415,278369,11334024411,2,16,2.5270000000000006,3.899617464714416
213,32317968124,79406603,139678181,924590871,448228409644,156773333925,268729901015,29345974175,515330,193374.16,1587,132031,132032,193747.31,429475796,81700988508,77134,601595510,210122273,40696656000,505440456,140103884,921998842,263618110,80264979,32204153066,1624465,81662190411,307164,40299981310,2,32,8.053333333333333,1.223634105960265
214,147984853862,458338822,1229775390,3686375225,2195484432976,676666941181,995000233733,174885072333,2981656,953844.39,36507,142355,142356,956964.64,1845946008,321172917267,354195,1610368594,1274052186,179292197088,503064414,1231923507,3655244982,1930645145,454296801,147734079645,9507601,321235894401,456319,178493318195,2,64,61.56700000000001,0.1600586894494344
215,304295891487,877963437,2240302105,6376066711,3395292607424,1382437748232,1611453360996,260749100609,5392307,1475965.7,651939,138362,138363,1481438.06,3282206720,644472395032,117239,2799794588,2301640169,357080495988,501521004,2235701544,6324373266,3458732043,871636959,303993427970,26227161,644912385654,674359,355794503125,2,128,112.799,0.0873618855959125
216,729458653,23474388,12942400,97991706,5864129526,3900120519,2155476882,1200571711,4986,2529.93,910,129352,129354,2536.52,44026087,1854144264,6753,54731921,36871770,1543397872,3834068,13160947,88038442,19559311,22862985,751812052,819370,1874941125,275323,1537151403,0,1,0.882,1.0
217,792598857,22135354,12506983,94387114,6112671915,4091891471,2033394020,1132476214,6733,2653.15,910,129695,129696,2659.78,41848397,2048063307,4242,52459752,31895913,1629144504,4232021,12553454,91631084,20407809,21511382,776440141,870816,1963391727,297561,1607442540,0,2,0.4413333333333333,1.998489425981873
218,734029096,21251895,13676042,97845136,5949380224,4144003691,2127559180,1114986690,5900,2553.92,938,129931,129932,2560.52,44633906,1979839577,3533,52556199,30636298,1578551119,4000052,12123433,90138170,20929477,20858727,749078114,864572,1911870650,277608,1569860910,0,4,0.2293333333333333,3.845930232558139
219,767344385,22073681,13958565,94604277,6348695482,4153536909,2161915627,1134232335,6098,2749.81,943,129845,129846,2757.23,43044365,2131536942,4099,55495158,32256669,1613279190,4076237,13861828,96241953,21540783,22368860,733576057,899630,1978606662,301555,1633491453,0,8,0.151,5.841059602649006
220,955760195,22286850,14829056,103947148,7789876493,4665814311,2880109407,1650052093,8828,3367.37,936,130047,130048,3376.11,49052303,2359819804,5230,56104277,35911671,1858641495,4003180,15511736,100321903,24422746,23961576,911805676,915296,2340510560,281175,1834338778,0,16,0.1243333333333333,7.093833780160858
221,565399698,14001422,14135045,77971863,4038081895,2312607376,1059391154,1003597185,6326,1796.7,917,129489,129490,1803.35,29992310,1187162602,4462,29196154,29515632,1136876285,250239,11921640,69077952,19739514,14438646,552634679,916996,1169485554,291529,1089682301,0,32,0.0046666666666666,189.0
222,589766877,13380546,12655491,70755200,4051276551,2377065875,1076985697,948280543,6852,1788.11,912,129481,129482,1794.61,30380975,1236178869,3915,32728642,32792415,1063852700,307187,13922502,75372733,21173838,15486237,537708504,835697,1194305659,257741,1081026495,0,64,0.0043333333333333,203.53846153846152
223,581441100,14021815,13609476,79230337,4097150741,2301416614,1177721163,1089196679,6480,1803.8,915,129696,129697,1810.45,33487719,1176079493,5766,33098509,30836664,1076924018,273611,11920091,63696150,18217899,13272538,610324190,798588,1221364105,260718,1096354222,0,128,0.0046666666666666,189.0
224,1543326319,39348722,12916734,157410132,11611237141,9646480343,5144477821,1419486638,5012,4963.65,936,129696,129697,4970.21,87248333,4395816303,3634,122057295,39110942,3150186104,14739324,12559857,150806316,19722735,40796272,1512999272,870942,4302949025,266334,3143010832,1,1,3.272333333333333,1.0
225,1626958447,40136885,12233218,155837447,11972846437,9923476340,5247051999,1382715530,5634,5102.54,925,129921,129922,5109.08,84578591,4506641423,3562,120478368,41747208,3240014300,14790566,15089484,157233386,22894330,41553526,1561173647,868744,4391357564,282559,3254053944,1,2,1.67,1.959481037924152
226,1535566180,38407903,14226563,154116714,11923674082,9591697724,4975026088,1462121352,5602,5098.51,949,130062,130063,5105.38,83247302,4464070481,5006,118448295,36418815,3211145536,15413286,12827133,152831768,19981003,39412118,1501961925,872397,4413453512,278988,3181190281,1,4,0.8706666666666667,3.758422664624809
227,1591618576,37623056,13838891,153098326,11976942594,9806507305,5184583080,1401684511,6803,5119.76,915,129701,129702,5127.62,85623314,4572915971,3375,123579071,36750418,3195227531,15263685,14162396,158763380,23136064,41785584,1469471910,864019,4363820027,264766,3189074553,1,8,0.453,7.223693892568065
228,1921742161,44966595,17388354,175165709,16222910177,11275042075,6348236955,2549803109,14944,6990.41,959,129890,129891,7003.38,92122476,5331120587,4801,123545804,47525798,3895805852,14959870,16664156,171181803,28574274,44407578,1913589091,941020,5312102166,286935,3818947369,1,16,0.3726666666666667,8.780858676207513
229,2469171852,54179847,23999036,202272630,28345983028,13295886451,9026487062,6618959477,23877,12254.59,1041,130121,130122,12275.77,111131209,6620177233,7060,137704381,60941531,4743571348,14156192,25348982,198971456,42007173,54285402,2540937070,1069233,6676435574,295646,4679878068,1,32,0.3976666666666666,8.228834870075442
230,467734517,13066059,12374825,69107171,3696760111,2090229471,997884814,927174001,4862,1615.09,963,129451,129452,1621.71,29653421,1080234505,5727,34292806,34058075,993142951,316948,12980199,73720465,19724319,13716566,438994034,901089,1032099954,276180,954916957,1,64,0.0046666666666666,701.2142857142857
231,541744488,12785028,12474318,72807236,3869698630,2188957804,1138484605,1064426744,5422,1693.84,932,129611,129612,1700.38,33118545,1097151127,5136,34107454,30990991,1025995037,302104,12032026,70579311,19821502,14642425,495782311,839160,1092624182,259787,1003194921,1,128,0.0046666666666666,701.2142857142857
232,4496906970,108853063,13415670,401291642,34690768820,31734480968,17061407987,2644766237,6018,14677.83,927,130169,130170,14684.57,247847203,14018105802,9286,378642465,47870758,9569176577,57350653,12115351,376320310,19788419,107471840,4529323610,808326,14009197232,268924,9518581996,2,1,12.931,1.0
233,4620003984,123471158,13887087,419184145,35680682790,31808540822,17020881832,3046832385,7068,15106.24,936,130072,130073,15112.99,244462760,14140943144,4382,370749179,70028133,9741137198,57975211,13545606,378715534,18974902,121953089,4651600768,836862,14122503673,279570,9703189131,2,2,6.610333333333333,1.9561797186223588
234,4679881615,119835865,14795042,413269411,36067362994,32046795953,17420436025,3080525969,6256,15275.24,946,130279,130280,15282.04,246216738,14310971596,5680,373053648,63953145,9814511066,58183617,13221708,381499648,22222653,120736440,4619264036,911070,14197117984,285502,9741305202,2,4,3.376,3.830272511848341
235,4688461068,113231530,16062392,413439985,36605381926,32525521758,17371547893,3059084805,11117,15492.69,991,130310,130311,15503.24,250142364,14554180870,4217,368524365,56247457,9897379282,58287306,12833935,388770719,21355041,111889555,4702969156,877456,14480051761,297920,9823030759,2,8,1.7619999999999998,7.338819523269013
236,5184986949,116902662,20437404,428082794,42059683122,34306783702,19484038126,4475819750,18296,17858.99,957,130349,130351,17874.42,266592757,15617311337,7920,390250571,69114191,10543829917,57446268,22392009,417142138,35707151,116559541,5196638532,960936,15522547135,280239,10535836672,2,16,1.0673333333333332,12.115240474703311
237,5533042713,124293988,30251510,451745595,54038863805,35558006975,21854357549,8352853176,22570,23372.34,1033,130549,130550,23391.88,271405376,16509858535,6479,395520184,72021696,11194159062,57905884,28602319,436235901,52821538,124268657,5520417057,1076405,16417990687,289863,11153993257,2,32,0.7416666666666667,17.43505617977528
238,6564327437,152344179,51707539,524129309,112668720430,39671206215,14317006417,32828253883,43423,49423.97,1321,130727,130728,49455.0,309209856,19200540798,11415,430574798,96759787,13249801317,58831743,52339143,513591390,95196148,151835671,6568617320,1810537,19093297504,329634,13124284987,2,64,0.8716666666666666,14.834799235181643
239,598630436,13107240,11866226,69055032,3948643563,2339037284,1117869464,1003665741,4928,1744.19,941,129439,129440,1750.85,31791607,1144167149,3950,34903638,34640416,1012342260,328398,14305444,75678860,19064604,13912507,523662671,784569,1141436633,254066,1074810711,2,128,0.0046666666666666,2770.928571428571
240,1146620018,14955655,14112816,98151829,6979543235,6455319621,2244085178,1065033652,8950,3055.86,956,133199,133201,3063.17,45762828,2409137277,4946,53372608,31792054,1943199362,3174329,14146025,104993049,23563994,16428188,1035468427,947715,2338612424,269874,1921149559,0,1,1.144,1.0
241,987416138,15004343,14308752,107782477,6710875701,6209163521,2328525630,1095609629,6360,2914.32,931,134593,134594,2921.7,47096803,2234897540,4913,53834390,32832816,1843989140,3007153,13543575,95681732,21111099,14860257,1056014921,890871,2257593087,258596,1784749980,0,2,0.63,1.815873015873016
242,984900682,14994550,13447664,99736937,6588055672,6119449761,2320107363,1079244131,6553,2878.97,943,135239,135240,2886.41,47129063,2210973339,4428,54646342,33510704,1801325466,3221744,14915124,101760566,21941856,15371359,965785644,930988,2173848655,282681,1765894233,0,4,0.3863333333333333,2.961173425366695
243,1022487746,17297237,16122861,109266125,7426385978,6282776232,1695328240,1123039551,9007,3313.77,964,137639,137640,3321.94,46789087,2398317288,5450,56395277,34756519,1864997791,3285681,14076940,96489603,23792795,14847750,1104429189,1110802,2333848446,298651,1886154139,0,8,0.3016666666666667,3.792265193370165
244,1026158750,16935671,15690161,106793055,7420568089,6309740380,1828370848,1099175260,10890,3311.88,1323,141152,141153,3322.21,47364766,2404740282,5134,57545015,35606517,1870950923,3215213,15435740,107309730,26039219,16782386,1049196893,1143390,2338175319,292004,1892738812,0,16,0.256,4.468749999999999
245,1056274893,16346179,16445443,120204269,7966107546,6287078834,1880917519,1532557023,17638,3594.69,2458,149923,149924,3612.01,56645253,2336022248,11117,61980762,37811630,1985330518,3102009,15857474,108235834,29053630,16910146,1107713104,1233019,2407476134,284299,1900643857,0,32,0.299,3.826086956521739
246,975482392,19746422,21779138,127722177,9025898230,6996765643,2479085897,1609452135,29127,3945.13,4617,162618,162619,3974.82,59788328,2569837442,10161,68625448,41762906,1954218603,3124487,18701927,130887087,36038636,19620892,925218362,1635823,2374602139,353589,1988105121,0,64,0.4206666666666667,2.719492868462757
